Stichdatum,PLZ,Geschlecht,Nachname,Anzahl,Rang,ORTBEZ18
2020-10-01,1256,m,Martin,8,5,Troinex
2020-10-01,1256,m,Muller,8,5,Troinex
2020-10-01,1256,m,Delavy,8,5,Troinex
2020-10-01,1257,w,Crottaz,6,3,La Croix-de-Rozon
2020-10-01,1257,m,Wehrli,15,1,La Croix-de-Rozon
2020-10-01,1257,m,Sapey,14,2,La Croix-de-Rozon
2020-10-01,1257,m,Rivarolo,8,5,La Croix-de-Rozon
2020-10-01,1258,w,Dumont,11,4,Perly
2020-10-01,1258,w,Favre,10,5,Perly
2020-10-01,1258,m,Hermassi,17,1,Perly
2020-10-01,1258,m,Hottelier,16,2,Perly
2020-10-01,1258,m,Nsiri,10,4,Perly
2020-10-01,1258,m,Caille,10,4,Perly
2020-10-01,1258,m,Soares,10,4,Perly
2020-10-01,1260,w,Rochat,29,1,Nyon
2020-10-01,1260,w,Joly,23,3,Nyon
2020-10-01,1260,w,Martin,20,5,Nyon
2020-10-01,1260,w,Da Silva,20,5,Nyon
2020-10-01,1261,w,Martin,12,3,Longirod/Le Vaud/Marchissy
2020-10-01,1261,m,Durussel,15,5,Longirod/Le Vaud/Marchissy
2020-10-01,1262,w,Rochat,7,2,Eysins
2020-10-01,1262,w,Page,6,3,Eysins
2020-10-01,1262,m,Haldimann,6,2,Eysins
2020-10-01,1263,w,Pariat,11,1,Crassier
2020-10-01,1263,m,n/a,5,3,Crassier
2020-10-01,1264,w,Perillat,7,3,St-Cergue
2020-10-01,1264,w,Lacombe,7,3,St-Cergue
2020-10-01,1264,m,Roger,17,1,St-Cergue
2020-10-01,1264,m,Mathez,13,2,St-Cergue
2020-10-01,1264,m,Deluz,9,5,St-Cergue
2020-10-01,1265,m,n/a,4,2,La Cure
2020-10-01,1266,w,Frei,9,2,Duillier
2020-10-01,1266,m,Frei,9,2,Duillier
2020-10-01,1266,m,Luterbacher,6,5,Duillier
2020-10-01,1266,m,Humbert,6,5,Duillier
2020-10-01,1267,w,Spichiger,12,2,Vich/Coinsins
2020-10-01,1267,w,Junod,7,4,Vich/Coinsins
2020-10-01,1267,m,Spichiger,22,1,Vich/Coinsins
2020-10-01,1267,m,Rolaz,17,2,Vich/Coinsins
2020-10-01,1268,w,Gervaix,10,4,Burtigny/Begnins
2020-10-01,1268,w,Berchtold,10,4,Burtigny/Begnins
2020-10-01,1268,w,Bezençon,10,4,Burtigny/Begnins
2020-10-01,1268,m,Métroz,19,1,Burtigny/Begnins
2020-10-01,1268,m,Bolay,15,3,Burtigny/Begnins
2020-10-01,1268,m,Cretegny,15,3,Burtigny/Begnins
2020-10-01,1268,m,Guberan,12,5,Burtigny/Begnins
2020-10-01,1269,w,Treboux,10,2,Bassins
2020-10-01,1269,w,Mercet,6,3,Bassins
2020-10-01,1269,m,Schwob,10,2,Bassins
2020-10-01,1270,w,Plattet,10,2,Trélex
2020-10-01,1270,w,Ravenel,9,3,Trélex
2020-10-01,1270,w,Martin,9,3,Trélex
2020-10-01,1270,m,Ravenel,11,2,Trélex
2020-10-01,1270,m,Plattet,10,3,Trélex
2020-10-01,1270,m,Martin,9,5,Trélex
2020-10-01,1271,w,Baumgartner,8,2,Givrins
2020-10-01,1271,m,Bory,8,2,Givrins
2020-10-01,1271,m,Pecorini,6,3,Givrins
2020-10-01,1271,m,n/a,5,4,Givrins
2020-10-01,1272,w,Girardet,15,3,Genolier
2020-10-01,1272,w,Steffen,12,5,Genolier
2020-10-01,1272,m,Pidoux,20,2,Genolier
2020-10-01,1272,m,Richard,14,3,Genolier
2020-10-01,1273,w,Martin,14,1,Arzier-Le Muids
2020-10-01,1273,w,Brun,12,2,Arzier-Le Muids
2020-10-01,1273,w,Baulet,10,5,Arzier-Le Muids
2020-10-01,1273,w,Möller,10,5,Arzier-Le Muids
2020-10-01,1273,m,Martin,14,4,Arzier-Le Muids
2020-10-01,1273,m,Meier,13,5,Arzier-Le Muids
2020-10-01,1274,w,Phan,6,3,Grens/Signy
2020-10-01,1274,m,Sideri,10,1,Grens/Signy
2020-10-01,1274,m,Pradervand,8,2,Grens/Signy
2020-10-01,1274,m,Vondra,8,2,Grens/Signy
2020-10-01,1274,m,Hauswirth,6,5,Grens/Signy
2020-10-01,1275,w,Ansermet,14,1,Chéserex
2020-10-01,1275,w,Lavanchy,6,3,Chéserex
2020-10-01,1275,m,Ansermet,14,1,Chéserex
2020-10-01,1275,m,Kuffer,8,2,Chéserex
2020-10-01,1275,m,Barras,6,4,Chéserex
2020-10-01,1275,m,Guyot,6,4,Chéserex
2020-10-01,1276,w,Kilchenmann,7,3,Gingins
2020-10-01,1277,w,Nussbaumer,6,3,Arnex-sur-Nyon/Borex
2020-10-01,1277,m,Martins,6,2,Arnex-sur-Nyon/Borex
2020-10-01,1277,m,Mulone,6,2,Arnex-sur-Nyon/Borex
2020-10-01,1277,m,Gerber,6,2,Arnex-sur-Nyon/Borex
2020-10-01,1278,w,n/a,5,3,La Rippe
2020-10-01,1278,m,Aboutahir,10,1,La Rippe
2020-10-01,1278,m,Gerber,7,4,La Rippe
2020-10-01,1279,w,Widmer,6,4,Chavannes-de-Bogis/Bogis-Bossey
2020-10-01,1279,m,Baudet,7,3,Chavannes-de-Bogis/Bogis-Bossey
2020-10-01,1279,m,Da Costa,6,4,Chavannes-de-Bogis/Bogis-Bossey
2020-10-01,1281,w,n/a,5,3,Russin
2020-10-01,1281,m,Blättler,10,1,Russin
2020-10-01,1281,m,De Rham,6,3,Russin
2020-10-01,1283,w,Sanchis,11,1,Dardagny/La Plaine
2020-10-01,1283,w,Rochat,10,2,Dardagny/La Plaine
2020-10-01,1283,w,Veillon Bouchenafa,10,2,Dardagny/La Plaine
2020-10-01,1283,m,Pythoud,10,5,Dardagny/La Plaine
2020-10-01,1284,w,Fasel,10,3,Chancy
2020-10-01,1284,m,Favre,72,1,Chancy
2020-10-01,1284,m,Bouvier,7,4,Chancy
2020-10-01,1285,w,Bosson,8,3,Athenaz (Avusy)
2020-10-01,1285,w,Magnin,6,5,Athenaz (Avusy)
2020-10-01,1285,w,Iseli,6,5,Athenaz (Avusy)
2020-10-01,1285,w,Perdrisat,6,5,Athenaz (Avusy)
2020-10-01,1285,w,Guyot,6,5,Athenaz (Avusy)
2020-10-01,1285,m,Meyer,16,1,Athenaz (Avusy)
2020-10-01,1285,m,Iseli,10,2,Athenaz (Avusy)
2020-10-01,1286,w,Fontaine,26,1,Soral
2020-10-01,1287,w,Thévenoz,7,2,Laconnex
2020-10-01,1287,m,Lachat,7,3,Laconnex
2020-10-01,1287,m,Thévenoz,7,3,Laconnex
2020-10-01,1288,w,Duperrier,6,3,Aire-la-Ville
2020-10-01,1288,m,Augusto Vieira,10,2,Aire-la-Ville
2020-10-01,1288,m,n/a,5,5,Aire-la-Ville
2020-10-01,1290,w,Lachat,21,3,Versoix/Chavannes-des-Bois
2020-10-01,1290,m,Oehle,26,2,Versoix/Chavannes-des-Bois
2020-10-01,1291,w,Rodieux,7,4,Commugny
2020-10-01,1292,w,Karakotly,11,1,Chambésy
2020-10-01,1292,w,Banks,10,2,Chambésy
2020-10-01,1292,w,Mach,7,5,Chambésy
2020-10-01,1292,m,Seck,10,2,Chambésy
2020-10-01,1292,m,Ibrahim,9,5,Chambésy
2020-10-01,1293,w,Lee,9,2,Bellevue
2020-10-01,1293,w,Balestra,7,3,Bellevue
2020-10-01,1293,m,Latsis,7,2,Bellevue
2020-10-01,1293,m,Di Mare,6,5,Bellevue
2020-10-01,1293,m,Spierer,6,5,Bellevue
2020-10-01,1293,m,Fraga,6,5,Bellevue
2020-10-01,1293,m,Ferro,6,5,Bellevue
2020-10-01,1294,w,Lachat,51,1,Genthod
2020-10-01,1294,w,Tétaz,10,2,Genthod
2020-10-01,1294,w,Wuscher,10,2,Genthod
2020-10-01,1294,w,Lambert,7,5,Genthod
2020-10-01,1294,m,Fleury,10,1,Genthod
2020-10-01,1294,m,Meleshko,10,1,Genthod
2020-10-01,1294,m,Ajeti,8,5,Genthod
2020-10-01,1295,w,Haccius,10,4,Tannay/Mies
2020-10-01,1295,m,Bennaceur,32,1,Tannay/Mies
2020-10-01,1295,m,Grudet,10,4,Tannay/Mies
2020-10-01,1296,w,Biehler,10,3,Coppet
2020-10-01,1296,w,Besson,9,4,Coppet
2020-10-01,1296,m,Broillet,11,2,Coppet
2020-10-01,1296,m,De Rham,10,3,Coppet
2020-10-01,1296,m,Occiganu,10,3,Coppet
2020-10-01,1296,m,Jenkins,10,3,Coppet
2020-10-01,1296,m,Zehetbauer,10,3,Coppet
2020-10-01,1297,w,Lecocq,30,1,Founex
2020-10-01,1297,w,Balmer,7,5,Founex
2020-10-01,1297,m,Boudet,10,4,Founex
2020-10-01,1298,w,n/a,5,5,Céligny
2020-10-01,1299,w,Glatz,17,1,Crans-près-Céligny
2020-10-01,1299,w,Favre,11,2,Crans-près-Céligny
2020-10-01,1299,w,Frerichs,10,5,Crans-près-Céligny
2020-10-01,1299,m,Idalene,20,1,Crans-près-Céligny
2020-10-01,1299,m,Frerichs,10,3,Crans-près-Céligny
2020-10-01,1299,m,De Marignac,8,4,Crans-près-Céligny
2020-10-01,1302,w,Leuenberger,10,1,Vufflens-la-Ville
2020-10-01,1302,w,Duperrut,9,2,Vufflens-la-Ville
2020-10-01,1302,w,Duvoisin,6,3,Vufflens-la-Ville
2020-10-01,1302,w,n/a,5,4,Vufflens-la-Ville
2020-10-01,1302,m,Duperrut,11,1,Vufflens-la-Ville
2020-10-01,1303,w,Mury,12,1,Penthaz
2020-10-01,1303,w,Mombelli,10,2,Penthaz
2020-10-01,1303,w,Mouquin,8,4,Penthaz
2020-10-01,1303,w,Ligorio,7,5,Penthaz
2020-10-01,1303,w,Vigliotti,7,5,Penthaz
2020-10-01,1303,m,Mouquin,17,1,Penthaz
2020-10-01,1303,m,Mastroianni,12,2,Penthaz
2020-10-01,1303,m,Bommottet,10,3,Penthaz
2020-10-01,1304,w,Favre,12,1,Dizy/Senarclens/Cossonay-Ville/Allens
2020-10-01,1304,w,Fernandes,11,3,Dizy/Senarclens/Cossonay-Ville/Allens
2020-10-01,1304,w,Jakaj,11,3,Dizy/Senarclens/Cossonay-Ville/Allens
2020-10-01,1304,w,Reymond,11,3,Dizy/Senarclens/Cossonay-Ville/Allens
2020-10-01,1304,m,Jakaj,14,1,Dizy/Senarclens/Cossonay-Ville/Allens
2020-10-01,1304,m,Cretegny,13,4,Dizy/Senarclens/Cossonay-Ville/Allens
2020-10-01,1304,m,Fernandes,11,5,Dizy/Senarclens/Cossonay-Ville/Allens
2020-10-01,1305,w,Rochat,13,2,Penthalaz
2020-10-01,1305,w,Cornaz,12,3,Penthalaz
2020-10-01,1305,w,Llabjani,10,4,Penthalaz
2020-10-01,1305,w,Martin,9,5,Penthalaz
2020-10-01,1306,w,Delacuisine,8,1,Daillens
2020-10-01,1306,w,Thuillard,6,2,Daillens
2020-10-01,1306,m,Roulin,9,1,Daillens
2020-10-01,1306,m,Thuillard,8,2,Daillens
2020-10-01,1306,m,Dolci,6,5,Daillens
2020-10-01,1307,w,n/a,5,1,Lussery-Villars
2020-10-01,1308,m,Blaser,6,4,La Chaux-Cossonay
2020-10-01,1312,w,Reymond,10,2,Eclépens
2020-10-01,1312,w,Berthoud,10,2,Eclépens
2020-10-01,1312,m,Joliquin,20,2,Eclépens
2020-10-01,1312,m,Champendal,12,3,Eclépens
2020-10-01,1312,m,Schneider,11,5,Eclépens
2020-10-01,1313,w,Pingoud,6,1,Ferreyres
2020-10-01,1313,w,n/a,5,2,Ferreyres
2020-10-01,1313,w,n/a,3,5,Ferreyres
2020-10-01,1313,m,n/a,5,3,Ferreyres
2020-10-01,1315,w,Pittet,11,1,La Sarraz
2020-10-01,1315,w,Rochat,10,2,La Sarraz
2020-10-01,1315,w,Fernandes,9,4,La Sarraz
2020-10-01,1315,m,Rochat,13,1,La Sarraz
2020-10-01,1315,m,Fernandes,10,3,La Sarraz
2020-10-01,1316,m,Braissant,6,1,Chevilly
2020-10-01,1316,m,n/a,5,2,Chevilly
2020-10-01,1316,m,n/a,3,4,Chevilly
2020-10-01,1317,w,Llabjani,6,4,Orny
2020-10-01,1317,w,Fonjallaz,6,4,Orny
2020-10-01,1317,m,Messeiller,12,2,Orny
2020-10-01,1318,w,Freymond,6,2,Pompaples
2020-10-01,1318,m,Waber,9,2,Pompaples
2020-10-01,1318,m,Favey,6,3,Pompaples
2020-10-01,1321,w,Morel,11,4,Arnex-sur-Orbe
2020-10-01,1321,m,Bovet,29,2,Arnex-sur-Orbe
2020-10-01,1321,m,Gauthey,13,4,Arnex-sur-Orbe
2020-10-01,1321,m,Lavenex,10,5,Arnex-sur-Orbe
2020-10-01,1322,w,Roy,6,4,Croy
2020-10-01,1322,m,n/a,5,2,Croy
2020-10-01,1322,m,n/a,4,4,Croy
2020-10-01,1323,w,Ewald,10,3,Romainmôtier
2020-10-01,1323,w,Arsenijevic,10,3,Romainmôtier
2020-10-01,1324,w,n/a,5,2,Premier
2020-10-01,1324,w,n/a,3,4,Premier
2020-10-01,1325,w,Goy,10,3,Vaulion
2020-10-01,1325,w,Bovay,10,3,Vaulion
2020-10-01,1325,m,Coppola,12,3,Vaulion
2020-10-01,1326,w,Grandjean,15,1,Juriens
2020-10-01,1326,w,Charotton,6,4,Juriens
2020-10-01,1326,m,Chezeaux,8,3,Juriens
2020-10-01,1329,w,n/a,5,2,Bretonnières
2020-10-01,1329,m,n/a,4,3,Bretonnières
2020-10-01,1337,w,Audemars,11,5,Vallorbe
2020-10-01,1337,m,Rochat,21,1,Vallorbe
2020-10-01,1337,m,Truan,16,4,Vallorbe
2020-10-01,1338,w,Dioguardi,51,1,Ballaigues
2020-10-01,1338,w,Poncet,20,4,Ballaigues
2020-10-01,1338,w,Collet,12,5,Ballaigues
2020-10-01,1338,m,Bourgeois,35,2,Ballaigues
2020-10-01,1341,m,Meylan,20,1,L'Orient
2020-10-01,1341,m,Golay,10,3,L'Orient
2020-10-01,1341,m,Baudat,10,3,L'Orient
2020-10-01,1341,m,Capt,6,5,L'Orient
2020-10-01,1342,w,Rochat,40,1,Le Pont
2020-10-01,1342,w,Meylan,7,4,Le Pont
2020-10-01,1342,m,Bifrare,10,2,Le Pont
2020-10-01,1342,m,Berney,8,3,Le Pont
2020-10-01,1343,w,Rochat,29,1,Les Charbonnières
2020-10-01,1343,w,n/a,4,5,Les Charbonnières
2020-10-01,1343,m,Rochat,46,1,Les Charbonnières
2020-10-01,1343,m,Golay,18,2,Les Charbonnières
2020-10-01,1343,m,Salesse,6,3,Les Charbonnières
2020-10-01,1343,m,Robra,6,3,Les Charbonnières
2020-10-01,1344,w,Berney,12,2,L'Abbaye
2020-10-01,1344,w,Reymond,7,3,L'Abbaye
2020-10-01,1344,w,Golay,7,3,L'Abbaye
2020-10-01,1344,m,Berney,14,2,L'Abbaye
2020-10-01,1344,m,n/a,5,5,L'Abbaye
2020-10-01,1345,w,Meylan,13,2,Le Séchey/Le Lieu
2020-10-01,1345,m,Reymond,10,4,Le Séchey/Le Lieu
2020-10-01,1346,w,Golay,22,2,Les Bioux
2020-10-01,1346,m,Meylan,13,4,Les Bioux
2020-10-01,1347,w,Meylan,51,2,Le Solliat/Le Sentier
2020-10-01,1347,m,Rochat,55,1,Le Solliat/Le Sentier
2020-10-01,1347,m,Reymond,32,4,Le Solliat/Le Sentier
2020-10-01,1348,w,Rochat,33,1,Le Brassus
2020-10-01,1348,w,Meylan,33,1,Le Brassus
2020-10-01,1348,w,Berney,18,5,Le Brassus
2020-10-01,1350,w,Rochat,22,1,Orbe
2020-10-01,1350,w,Fernandes,19,2,Orbe
2020-10-01,1350,w,Conod,14,4,Orbe
2020-10-01,1350,m,Alves,18,2,Orbe
2020-10-01,1350,m,Rodrigues,15,4,Orbe
2020-10-01,1352,w,Vallotton,8,1,Agiez
2020-10-01,1352,m,Vallotton,6,2,Agiez
2020-10-01,1353,m,Besson,6,2,Bofflens
2020-10-01,1353,m,n/a,4,3,Bofflens
2020-10-01,1354,w,Nicole,9,2,Montcherand
2020-10-01,1354,m,Martin,14,1,Montcherand
2020-10-01,1354,m,Nicole,9,2,Montcherand
2020-10-01,1354,m,n/a,5,4,Montcherand
2020-10-01,1356,w,Conod,13,1,Les Clées/La Russille
2020-10-01,1356,w,Lambercy,11,2,Les Clées/La Russille
2020-10-01,1356,w,n/a,3,5,Les Clées/La Russille
2020-10-01,1356,m,n/a,3,5,Les Clées/La Russille
2020-10-01,1357,w,n/a,4,3,Lignerolle
2020-10-01,1358,w,Vidmer,9,1,Valeyres-Rances
2020-10-01,1358,w,Corset,6,3,Valeyres-Rances
2020-10-01,1358,w,Ravey,6,3,Valeyres-Rances
2020-10-01,1372,w,Salzmann,15,1,Bavois
2020-10-01,1372,w,Oulevay,10,3,Bavois
2020-10-01,1372,w,Favre,7,4,Bavois
2020-10-01,1372,w,Dolivo,7,4,Bavois
2020-10-01,1372,m,Salzmann,13,1,Bavois
2020-10-01,1372,m,Agassis,11,2,Bavois
2020-10-01,1373,w,Perret,13,3,Chavornay
2020-10-01,1373,w,Guignard,10,5,Chavornay
2020-10-01,1373,w,Duvillard,10,5,Chavornay
2020-10-01,1373,m,Oulevay,15,2,Chavornay
2020-10-01,1373,m,Duvillard,13,3,Chavornay
2020-10-01,1373,m,Lauper,13,3,Chavornay
2020-10-01,1374,w,n/a,4,4,Corcelles-Chavorn
2020-10-01,1374,m,Verly,7,1,Corcelles-Chavorn
2020-10-01,1375,w,Mayor,10,1,Penthéréaz
2020-10-01,1375,w,Mercier,8,2,Penthéréaz
2020-10-01,1375,w,n/a,5,3,Penthéréaz
2020-10-01,1375,m,Paquot,12,1,Penthéréaz
2020-10-01,1375,m,Collet,7,3,Penthéréaz
2020-10-01,1375,m,Mercier,6,5,Penthéréaz
2020-10-01,1376,w,Jaquier,8,3,Goumoens-la-Ville/Eclagnens/Goumoens-le-Jux
2020-10-01,1376,w,Rochat,6,5,Goumoens-la-Ville/Eclagnens/Goumoens-le-Jux
2020-10-01,1376,m,Glauser,10,2,Goumoens-la-Ville/Eclagnens/Goumoens-le-Jux
2020-10-01,1376,m,Marguerat,9,4,Goumoens-la-Ville/Eclagnens/Goumoens-le-Jux
2020-10-01,1376,m,Vincent,6,5,Goumoens-la-Ville/Eclagnens/Goumoens-le-Jux
2020-10-01,1377,w,Clavel,10,1,Oulens-Echallens
2020-10-01,1377,w,n/a,5,4,Oulens-Echallens
2020-10-01,1400,w,Muminovic,45,5,Yverdon-les-Bains/Cheseaux-Noréaz
2020-10-01,1400,m,Martin,81,1,Yverdon-les-Bains/Cheseaux-Noréaz
2020-10-01,1400,m,Rochat,51,2,Yverdon-les-Bains/Cheseaux-Noréaz
2020-10-01,1404,w,Gendroz,10,1,Cuarny/Villars-Epeney
2020-10-01,1404,w,n/a,5,2,Cuarny/Villars-Epeney
2020-10-01,1405,w,Chevalley,8,3,Pomy
2020-10-01,1405,w,Cuche,8,3,Pomy
2020-10-01,1405,m,Miéville,14,1,Pomy
2020-10-01,1405,m,Pellaux,13,2,Pomy
2020-10-01,1405,m,Favre,7,5,Pomy
2020-10-01,1406,w,Duruz,9,1,Cronay
2020-10-01,1406,w,Viquerat,7,2,Cronay
2020-10-01,1406,m,Viquerat,12,1,Cronay
2020-10-01,1406,m,Duruz,11,2,Cronay
2020-10-01,1407,w,Bezençon,10,3,Bioley-Magnoux/Gossens/Mézery-Donneloye/Donneloye
2020-10-01,1407,w,Jeanneret,6,5,Bioley-Magnoux/Gossens/Mézery-Donneloye/Donneloye
2020-10-01,1407,w,Curchod,6,5,Bioley-Magnoux/Gossens/Mézery-Donneloye/Donneloye
2020-10-01,1407,m,Pahud,16,1,Bioley-Magnoux/Gossens/Mézery-Donneloye/Donneloye
2020-10-01,1408,w,Bovey,8,1,Prahins
2020-10-01,1408,m,Jaquier,6,3,Prahins
2020-10-01,1408,m,n/a,4,4,Prahins
2020-10-01,1408,m,n/a,3,5,Prahins
2020-10-01,1410,w,Freymond,17,1,St-Cierges/Prévondavaux/Correvon/Thierrens/Denezy
2020-10-01,1410,w,Crisinel,16,2,St-Cierges/Prévondavaux/Correvon/Thierrens/Denezy
2020-10-01,1410,w,Pidoux,14,3,St-Cierges/Prévondavaux/Correvon/Thierrens/Denezy
2020-10-01,1410,w,Brunel,12,5,St-Cierges/Prévondavaux/Correvon/Thierrens/Denezy
2020-10-01,1410,m,Pidoux,21,2,St-Cierges/Prévondavaux/Correvon/Thierrens/Denezy
2020-10-01,1410,m,Freymond,14,3,St-Cierges/Prévondavaux/Correvon/Thierrens/Denezy
2020-10-01,1412,w,Burdet,12,3,Valeyres-Ursins/Ursins
2020-10-01,1412,m,Burdet,10,3,Valeyres-Ursins/Ursins
2020-10-01,1413,w,Guichard,7,1,Orzens
2020-10-01,1413,w,Gonin,6,2,Orzens
2020-10-01,1413,w,Perey,6,2,Orzens
2020-10-01,1413,m,n/a,5,2,Orzens
2020-10-01,1413,m,n/a,3,5,Orzens
2020-10-01,1415,w,Gerber,9,1,Molondin/Démoret
2020-10-01,1417,w,Auberson,13,2,Essertines-Yverdon/Epautheyres
2020-10-01,1417,w,Ducret,9,3,Essertines-Yverdon/Epautheyres
2020-10-01,1417,w,Henchoz,7,4,Essertines-Yverdon/Epautheyres
2020-10-01,1418,w,Buffat,22,1,Vuarrens
2020-10-01,1418,w,Perrin,6,3,Vuarrens
2020-10-01,1418,w,Besson,6,3,Vuarrens
2020-10-01,1418,m,Besson,8,2,Vuarrens
2020-10-01,1418,m,Guignard,6,5,Vuarrens
2020-10-01,1418,m,Marendaz,6,5,Vuarrens
2020-10-01,1420,w,Margot,7,1,Fiez
2020-10-01,1420,m,Patthey,6,2,Fiez
2020-10-01,1421,w,Rusovsky,6,1,Fontaines-Grandson/Grandevent
2020-10-01,1421,m,n/a,5,1,Fontaines-Grandson/Grandevent
2020-10-01,1421,m,n/a,3,3,Fontaines-Grandson/Grandevent
2020-10-01,1422,w,Jaccard,17,1,Grandson
2020-10-01,1422,w,Reymond,11,2,Grandson
2020-10-01,1422,w,Deriaz,11,2,Grandson
2020-10-01,1422,m,Jaccard,16,1,Grandson
2020-10-01,1423,w,Roulet,10,2,Romairon/Villars-Burquin/Fontanezier/Vaugondry
2020-10-01,1423,w,n/a,5,4,Romairon/Villars-Burquin/Fontanezier/Vaugondry
2020-10-01,1423,m,Duvoisin,20,1,Romairon/Villars-Burquin/Fontanezier/Vaugondry
2020-10-01,1423,m,Roulet,10,2,Romairon/Villars-Burquin/Fontanezier/Vaugondry
2020-10-01,1424,w,Meyer,10,1,Champagne
2020-10-01,1424,w,Guilloud,8,3,Champagne
2020-10-01,1424,w,Dagon,6,5,Champagne
2020-10-01,1424,m,Blaser,10,4,Champagne
2020-10-01,1425,w,Dagon,6,2,Onnens VD
2020-10-01,1425,w,Salvi,6,2,Onnens VD
2020-10-01,1425,m,Gaille,7,2,Onnens VD
2020-10-01,1425,m,Grin,6,3,Onnens VD
2020-10-01,1426,w,Humbert,18,2,Corcelles-Concise/Concise
2020-10-01,1426,w,Jaquet,8,4,Corcelles-Concise/Concise
2020-10-01,1426,w,Bourgeois,7,5,Corcelles-Concise/Concise
2020-10-01,1426,m,Reinhard,17,1,Corcelles-Concise/Concise
2020-10-01,1427,w,Jaquier,8,2,Bonvillars
2020-10-01,1427,w,n/a,5,3,Bonvillars
2020-10-01,1427,m,Duvoisin,15,1,Bonvillars
2020-10-01,1427,m,n/a,5,3,Bonvillars
2020-10-01,1428,w,Perrin,9,2,Mutrux/Provence
2020-10-01,1428,w,Vuillermet,8,4,Mutrux/Provence
2020-10-01,1429,w,Alaimo,6,3,Giez
2020-10-01,1429,m,n/a,4,3,Giez
2020-10-01,1430,w,n/a,4,3,Orges
2020-10-01,1430,m,n/a,5,2,Orges
2020-10-01,1431,w,n/a,4,2,Vugelles-La Mothe/Novalles
2020-10-01,1431,m,n/a,4,1,Vugelles-La Mothe/Novalles
2020-10-01,1432,w,Grin,13,1,Belmont-Yverdon/Gressy
2020-10-01,1432,w,Martin,8,3,Belmont-Yverdon/Gressy
2020-10-01,1432,m,Lang,7,2,Belmont-Yverdon/Gressy
2020-10-01,1432,m,Henrioud,7,2,Belmont-Yverdon/Gressy
2020-10-01,1432,m,Maeder,7,2,Belmont-Yverdon/Gressy
2020-10-01,1432,m,Martin,6,5,Belmont-Yverdon/Gressy
2020-10-01,1433,w,Collet,12,1,Suchy
2020-10-01,1433,w,Jenni,6,5,Suchy
2020-10-01,1433,w,Muriset,6,5,Suchy
2020-10-01,1433,m,Falbo,12,1,Suchy
2020-10-01,1433,m,Collet,9,2,Suchy
2020-10-01,1433,m,Jenni,8,3,Suchy
2020-10-01,1433,m,Pittet,7,4,Suchy
2020-10-01,1433,m,n/a,5,5,Suchy
2020-10-01,1434,w,n/a,5,2,Ependes VD
2020-10-01,1434,m,n/a,4,4,Ependes VD
2020-10-01,1435,w,n/a,4,1,Essert-Pittet
2020-10-01,1436,m,Pilloud,6,2,Treycovagnes/Chamblon
2020-10-01,1436,m,n/a,5,3,Treycovagnes/Chamblon
2020-10-01,1438,w,Meier,8,4,Mathod
2020-10-01,1438,m,Marendaz,20,1,Mathod
2020-10-01,1438,m,Perroud,6,4,Mathod
2020-10-01,1438,m,n/a,5,5,Mathod
2020-10-01,1439,w,Jaccard,7,2,Rances
2020-10-01,1439,m,n/a,5,5,Rances
2020-10-01,1441,w,Cachin,10,1,Valeyres-Montagny
2020-10-01,1441,w,n/a,5,4,Valeyres-Montagny
2020-10-01,1441,m,Di Pietrantonio,9,1,Valeyres-Montagny
2020-10-01,1442,w,Martin,8,2,Montagny-Yverdon
2020-10-01,1443,w,Chautems,11,2,Villars-Champvent/Champvent/Essert-s-Champvent
2020-10-01,1443,m,Chapuis,12,2,Villars-Champvent/Champvent/Essert-s-Champvent
2020-10-01,1445,w,Karlen,29,1,Vuiteboeuf
2020-10-01,1445,w,Muhaxheri,9,2,Vuiteboeuf
2020-10-01,1445,w,Wang,7,3,Vuiteboeuf
2020-10-01,1445,w,n/a,5,5,Vuiteboeuf
2020-10-01,1445,m,Karlen,45,1,Vuiteboeuf
2020-10-01,1445,m,Janhaoui,10,2,Vuiteboeuf
2020-10-01,1446,w,Perrier,9,3,Baulmes
2020-10-01,1446,m,Deriaz,25,1,Baulmes
2020-10-01,1446,m,Perusset,14,2,Baulmes
2020-10-01,1446,m,Berger,8,4,Baulmes
2020-10-01,1450,m,Cuendet,15,5,La Sagne VD/Ste-Croix/Le Château-Croix
2020-10-01,1452,w,n/a,3,2,Les Rasses
2020-10-01,1453,w,Paillard,8,3,Mauborget/Bullet
2020-10-01,1453,w,Jaquier,6,5,Mauborget/Bullet
2020-10-01,1453,m,Thévenaz,12,2,Mauborget/Bullet
2020-10-01,1454,w,Pahud,9,4,La Vraconnaz/L'Auberson
2020-10-01,1454,w,Bornand,8,5,La Vraconnaz/L'Auberson
2020-10-01,1454,m,Leuba,8,5,La Vraconnaz/L'Auberson
2020-10-01,1462,w,Graf,12,2,Yvonand
2020-10-01,1462,m,Zeiter,15,1,Yvonand
2020-10-01,1462,m,David,14,2,Yvonand
2020-10-01,1462,m,Beutler,11,3,Yvonand
2020-10-01,1463,w,Gallandat,14,1,Rovray
2020-10-01,1463,w,n/a,3,5,Rovray
2020-10-01,1463,m,Gudit,9,2,Rovray
2020-10-01,1463,m,Durussel,6,3,Rovray
2020-10-01,1463,m,n/a,5,4,Rovray
2020-10-01,1463,m,n/a,4,5,Rovray
2020-10-01,1464,w,Rebeaud,9,3,Chavannes-le-Chêne/Chêne-Pâquier
2020-10-01,1464,w,Gottraux,7,4,Chavannes-le-Chêne/Chêne-Pâquier
